user_id,item_id,rating,timestamp
3,25,3,1729254705
3,21,2,1762415804
3,14,2,1793880599
3,41,2,1734392446
3,36,4,1749512272
3,22,3,1722520277
3,48,4,1781321540
3,29,3,1781503378
3,13,4,1715372341
3,44,2,1721980274
3,31,1,1741746937
3,60,4,1714508768
3,58,2,1777669750
4,44,4,1761705170
4,59,4,1720534124
4,25,3,1758450095
4,26,2,1723640702
4,46,2,1770027662
4,13,3,1787302916
4,5,3,1736249845
4,38,3,1782666356
4,45,3,1772232344
4,41,5,1764893936
4,16,1,1762394301
4,7,3,1758461818
4,52,5,1779520597
4,20,2,1736023439
4,60,2,1743258988
4,39,2,1732949803
4,8,2,1711631697
4,37,1,1737437115
4,3,2,1760505620
4,23,2,1732730796
4,35,3,1762372114
4,28,2,1776483924
4,24,3,1781917334
4,54,3,1789682738
4,33,2,1750867083
4,22,3,1745150390
4,1,2,1703852048
4,27,3,1766344695
4,32,3,1743622663
4,4,1,1724406132
4,14,4,1765437844
4,12,3,1728470244
4,21,4,1747623800
5,39,2,1716194158
5,45,3,1725848226
5,57,3,1742352128
5,18,4,1716046365
5,36,3,1771922443
5,1,3,1792632184
5,34,2,1724850391
5,13,3,1725708194
5,6,3,1729042654
5,16,2,1764988034
5,47,4,1737111151
5,27,3,1779133014
5,32,2,1770415568
5,56,4,1780099897
5,51,2,1737983442
5,59,4,1713492385
5,31,3,1726054020
5,42,3,1739761527
5,48,3,1730532273
5,29,3,1748436637
5,2,3,1724084236
5,52,4,1740569669
5,19,2,1701898961
5,15,2,1771690398
5,26,3,1716989677
5,46,3,1736817443
5,20,2,1706109013
5,24,3,1707318358
5,44,3,1774270583
5,58,3,1739209916
5,17,2,1793605777
5,12,3,1716948946
5,14,4,1785613415
5,33,4,1765884623
5,43,3,1713769080
5,11,2,1701646234
5,41,3,1777049595
5,23,3,1738163378
5,37,4,1763001391
5,9,4,1764251933
5,10,3,1759118721
5,21,2,1745728776
5,8,2,1724744872
6,8,3,1783352876
6,53,2,1708083974
6,5,3,1781823275
6,26,3,1713318904
6,32,2,1727888820
6,58,3,1783955206
6,37,3,1728323322
6,41,3,1735520201
6,44,3,1788641164
6,4,2,1710896797
6,10,2,1721079846
6,50,4,1732194159
6,54,4,1723328859
6,20,3,1774087145
6,6,3,1710075036
6,16,1,1721009452
6,60,2,1700359129
6,36,3,1754830300
6,27,3,1760465583
6,39,3,1792525827
6,59,5,1779699989
6,15,3,1763070585
6,34,3,1739092160
6,25,3,1704380847
6,29,3,1731068214
6,43,2,1738668783
6,47,3,1737945817
6,28,2,1794353392
6,38,2,1760939053
6,19,2,1709553585
7,41,4,1790502794
7,38,4,1777201917
7,43,1,1778802305
7,52,3,1702784407
7,13,3,1790232106
7,28,2,1736173157
7,8,3,1777342561
7,35,2,1705399803
7,15,3,1723513701
7,42,2,1763149551
7,10,3,1769654147
7,18,3,1787444123
7,50,4,1759355025
7,5,2,1737333543
7,4,2,1724359060
7,11,4,1778561612
7,20,4,1758503492
7,39,1,1785199362
7,37,3,1765998319
7,19,3,1712246348
7,29,4,1763083727
7,54,3,1746702542
7,30,2,1754807553
7,44,3,1744735895
7,26,3,1743091709
7,49,2,1789943797
7,33,3,1714039158
7,32,2,1721585546
7,40,2,1744265498
7,3,5,1755250068
7,51,3,1793103304
7,2,2,1766500726
7,14,4,1738683937
7,24,4,1788930456
7,45,4,1753747791
7,59,4,1773832717
7,9,2,1704925405
7,1,3,1761045700
7,31,3,1711819185
7,58,3,1742213778
8,26,4,1786934122
8,56,2,1720665654
8,33,2,1766890827
8,53,1,1739172995
8,1,2,1768299645
8,43,2,1736698468
8,35,2,1755766169
8,30,4,1764759996
8,27,3,1763380266
8,4,2,1732713008
8,13,2,1761308842
8,34,3,1773989546
8,24,1,1719413516
8,40,3,1751484043
8,32,2,1725583290
8,41,2,1780447099
8,29,3,1768214937
8,51,3,1718321839
8,14,2,1709369750
8,18,4,1737077298
8,36,2,1755692629
8,9,4,1745617282
8,19,3,1768147397
8,44,4,1735859307
8,46,3,1700344303
8,8,4,1737962005
8,2,2,1740071487
8,16,4,1778777447
8,11,3,1777835998
8,10,3,1788575748
8,45,3,1765718414
8,59,2,1719944139
8,57,2,1759934576
8,42,3,1772287061
8,3,3,1765007200
8,54,3,1746321751
8,55,2,1744619335
8,15,4,1774077101
8,48,3,1772937948
9,13,3,1744099326
9,45,3,1790510730
9,16,2,1771621574
9,37,3,1751003997
9,25,3,1742501540
9,15,3,1784127561
9,50,2,1765491202
9,27,2,1772613940
9,3,3,1704818295
9,21,2,1782874006
9,48,3,1709183277
9,31,2,1731510328
9,46,4,1784712997
9,56,3,1791858555
9,47,3,1738571356
9,43,3,1730532691
9,42,5,1712130508
9,10,2,1758246664
9,32,3,1713212812
9,52,2,1785060193
9,9,4,1794474627
9,33,2,1713489853
9,38,2,1759549527
9,22,3,1722329103
9,7,2,1793147259
9,29,5,1740193656
9,36,3,1703885234
9,30,2,1706172803
9,1,3,1743536830
9,24,3,1707532195
9,5,3,1739375156
9,14,3,1748112135
9,28,2,1750310319
9,51,2,1757805802
9,39,2,1719538047
9,41,2,1732775624
9,58,3,1771291936
9,40,2,1755304649
9,11,2,1775957578
9,20,2,1791509696
9,60,4,1724166826
9,54,2,1722814819
10,25,2,1736840133
10,40,4,1701086890
10,44,3,1775957706
10,16,4,1792046449
10,32,2,1706582607
10,38,3,1781390501
10,10,3,1766669607
10,15,3,1738412328
10,30,2,1730885967
10,41,2,1781478884
10,17,3,1747287718
10,52,3,1729394291
10,50,3,1785445405
10,43,2,1725519083
10,1,2,1783334601
10,49,2,1733638559
10,19,2,1790968005
10,35,2,1788473848
10,11,3,1791382823
10,5,3,1718358198
10,29,4,1784322033
10,23,3,1713041121
10,55,2,1784216001
10,20,4,1786750368
10,28,4,1705291208
10,48,2,1741464269
10,45,4,1759166287
10,37,2,1704478111
10,13,2,1777789079
10,56,2,1748970845
10,36,2,1717637794
10,57,3,1712097496
10,4,3,1739609054
10,8,3,1743851498
10,31,4,1755767881
10,58,3,1723574011
10,12,3,1726950221
10,60,3,1717738187
10,54,4,1772398083
10,22,2,1749104566
10,46,2,1771249799
10,26,2,1767349752
11,59,1,1716587799
11,53,3,1761040347
11,31,3,1749470729
11,52,3,1790305496
11,19,4,1790240054
11,48,5,1735186708
11,22,3,1778458327
11,57,3,1751140376
11,8,3,1785704631
11,30,3,1749858348
11,5,1,1714541967
11,10,4,1790575029
11,15,3,1731383044
11,44,3,1763280554
11,47,1,1703358751
11,26,3,1783154172
11,36,2,1775350823
11,24,5,1744024257
11,6,1,1781883846
11,45,2,1729711402
11,1,2,1786926431
11,17,2,1708484847
11,35,2,1785282470
12,42,3,1782631441
12,27,2,1754776386
12,8,2,1737546086
12,9,2,1704391105
12,3,3,1792647902
12,56,3,1749731689
12,20,2,1729161443
12,32,1,1759509870
12,58,3,1759686067
12,7,3,1731690501
12,16,2,1748678896
12,35,3,1713335151
12,57,2,1792030447
12,25,3,1749302863
12,30,4,1773076970
12,24,4,1786547189
12,43,4,1748140388
12,49,2,1708126895
12,59,3,1753437398
12,38,3,1737028180
12,10,3,1725475673
12,60,2,1716395999
12,51,3,1761031132
12,53,3,1712304198
13,2,1,1779034501
13,4,2,1743455870
13,51,2,1702118101
13,22,4,1723386929
13,16,3,1735617024
13,9,3,1707032877
13,58,2,1717013243
13,37,4,1756500369
13,14,1,1770610004
13,5,1,1715253751
13,49,2,1708530615
13,36,4,1763920651
13,52,2,1760166480
13,38,1,1748592048
13,48,2,1768885632
13,15,1,1779680504
13,57,5,1714636981
13,10,3,1760667140
13,39,2,1767624084
13,1,2,1729735904
13,18,2,1782558242
13,43,2,1705820356
13,55,4,1788436473
13,35,2,1769987997
13,17,4,1740484137
13,12,2,1761477426
13,8,3,1786347724
13,60,2,1704180968
13,47,2,1708163847
13,41,2,1764287863
13,53,2,1753904155
13,26,4,1757213476
13,29,4,1792086447
13,34,2,1714490391
14,58,3,1739580505
14,6,2,1760896652
14,21,2,1767853916
14,39,3,1781259008
14,10,3,1757740376
14,5,2,1713311507
14,9,2,1794191239
14,18,2,1715356396
14,40,1,1787874085
14,41,1,1787364555
14,38,3,1773998961
14,36,5,1728859907
14,46,4,1757723010
14,60,3,1760606674
14,25,3,1730667888
14,57,5,1755541117
14,34,3,1745490631
15,7,2,1720767532
15,21,3,1788145654
15,28,1,1764718365
15,59,3,1730097636
15,43,2,1714524825
15,17,1,1746991504
15,24,2,1774660688
15,10,2,1749333209
15,44,4,1715419645
15,31,3,1737388792
15,5,2,1777054398
15,6,3,1730354559
15,49,2,1757594492
15,48,2,1775291541
15,58,3,1783446356
15,60,3,1782352411
15,54,2,1790593840
15,9,2,1786261621
15,36,2,1774724345
15,4,1,1703523729
15,38,3,1781737913
15,42,4,1788292612
15,39,3,1793076127
15,22,3,1735896226
15,8,2,1703886030
15,27,2,1724215035
15,23,2,1736677730
15,46,2,1794314632
15,41,4,1741471222
15,51,2,1745610493
15,53,3,1747113566
15,20,2,1700819505
15,30,4,1724347841
15,12,2,1719226889
15,32,3,1776010330
15,19,3,1788227303
15,55,3,1753792364
15,45,2,1709339597
16,6,2,1711402740
16,48,4,1707061037
16,34,1,1720881581
16,14,4,1721127198
16,25,3,1782924837
16,27,3,1706679008
16,30,2,1790458549
16,22,1,1710949687
16,11,3,1736521025
16,24,2,1759473616
16,20,3,1788843907
16,47,2,1756910299
16,21,3,1765184410
16,37,3,1781480362
16,39,2,1759330166
17,33,2,1789663907
17,8,2,1747535513
17,23,2,1709673809
17,28,2,1753293990
17,59,4,1705677713
17,19,3,1758548403
17,44,2,1702515446
17,54,4,1761707170
17,38,2,1710450542
17,32,3,1742018286
17,34,3,1777277086
17,43,1,1757617561
17,20,3,1776960402
17,3,4,1754280720
17,15,2,1785918360
17,26,3,1756061934
17,39,2,1738858073
17,4,2,1715458308
17,1,2,1754362516
17,14,5,1702799319
17,48,3,1743589647
17,41,4,1723068427
17,9,2,1782963368
17,17,2,1761753160
17,55,3,1792557892
17,21,3,1748567046
17,56,3,1711828592
17,42,3,1758614462
17,51,4,1714208709
17,24,3,1732657384
17,53,2,1758475513
17,6,3,1779036966
17,5,2,1753747464
17,13,2,1770325062
17,18,3,1710555833
17,58,1,1753118906
17,50,3,1741644346
17,37,2,1745568701
17,45,5,1729738898
18,33,4,1723286644
18,41,2,1780852623
18,8,3,1720517835
18,34,2,1787980930
18,60,3,1710113745
18,13,3,1723776150
18,50,1,1784281857
18,23,5,1766319264
18,53,4,1762270726
18,47,2,1775663295
18,42,3,1777774890
18,10,4,1760251043
18,16,3,1791420187
18,7,3,1775764804
18,49,2,1786300902
18,17,2,1785268296
18,55,3,1783821894
19,10,2,1762104107
19,29,2,1777890494
19,5,2,1774399083
19,31,4,1705505975
19,59,3,1760362235
19,41,3,1776726461
19,20,2,1787488142
19,51,4,1725265073
19,18,2,1743154591
19,38,2,1781202508
19,4,3,1763837847
19,23,3,1767292380
19,33,3,1720248230
19,58,3,1708304547
19,54,3,1760468188
19,30,3,1713891786
19,56,5,1746095437
19,3,2,1711318464
19,50,2,1767719420
19,24,2,1786721710
19,19,3,1723160465
19,47,3,1705253567
19,6,2,1733251599
19,48,3,1758754920
19,25,3,1758978194
20,24,5,1741638598
20,59,2,1788054173
20,19,5,1793748393
20,25,3,1788870276
20,27,3,1752607710
20,50,3,1717307598
20,22,2,1779865081
20,44,4,1711370793
20,39,4,1741551377
20,4,3,1775017250
20,41,4,1750557040
20,42,2,1786368203
20,54,2,1744087376
20,5,2,1717152188
20,48,4,1789941500
20,7,4,1794332362
20,36,1,1791994768
20,57,3,1770651318
20,58,2,1712543044
20,17,2,1786707983
20,52,2,1789987086
20,10,3,1756828640
20,46,3,1768248169
20,6,4,1748563745
20,40,3,1702446861
20,23,1,1748667035
21,50,2,1758743530
21,32,4,1705864298
21,13,4,1755144509
21,15,1,1748895439
21,9,4,1790779894
21,10,2,1731880763
21,5,1,1759619341
21,19,4,1781952730
21,51,2,1738242379
21,7,4,1760254091
21,33,4,1731407343
21,35,3,1771673763
21,48,4,1732100652
21,34,3,1741536077
21,3,5,1762950208
21,43,2,1726040410
21,22,4,1749370777
21,40,2,1791040800
21,56,3,1776560394
21,39,2,1759135982
21,25,2,1761965637
21,55,3,1737818761
21,11,2,1751254050
21,12,2,1767498993
21,38,3,1770794454
22,52,2,1758716573
22,39,2,1712309586
22,9,5,1729801436
22,56,2,1760549373
22,17,3,1746920514
22,4,3,1703579612
22,42,1,1755686520
22,31,3,1707148018
22,24,3,1753211150
22,36,1,1767378254
22,7,2,1750192261
22,46,2,1731645597
22,34,5,1751830338
22,8,4,1710952896
22,19,5,1750319927
22,6,3,1730137082
22,11,2,1703783268
22,18,2,1742773159
22,29,3,1713298711
22,33,3,1787236246
22,10,3,1745001909
23,59,4,1740419829
23,54,2,1716354208
23,31,3,1706408822
23,45,3,1732002808
23,60,2,1756348030
23,9,5,1785758649
23,49,2,1783592219
23,46,3,1761352751
23,58,3,1708429833
23,29,2,1714879094
23,40,3,1767085942
23,1,2,1780092958
23,6,3,1771947921
23,2,2,1702205915
23,17,2,1784819556
23,14,3,1769172559
23,10,2,1777181563
23,36,1,1732472386
23,39,1,1719270557
23,34,4,1739093864
23,28,2,1757611469
23,8,4,1700209961
23,19,2,1782518345
23,16,4,1747354167
24,43,3,1702179995
24,60,2,1747928328
24,6,2,1709067690
24,34,3,1746278607
24,24,2,1732363373
24,5,3,1788195059
24,57,2,1784323222
24,35,4,1713913528
24,33,2,1778101741
24,51,2,1744629892
24,52,3,1717905932
24,36,1,1705950635
24,2,4,1747284777
24,25,4,1773284724
24,31,3,1745439043
24,3,2,1786274567
24,41,2,1723500064
24,47,3,1791896538
24,56,2,1762360629
24,17,2,1793333565
25,9,4,1769696025
25,5,2,1735798645
25,46,3,1711087928
25,50,1,1756975380
25,30,3,1710593403
25,3,3,1757795113
25,19,4,1780859912
25,13,4,1724220459
25,55,4,1773212334
25,51,4,1739428661
25,53,2,1743112268
25,52,2,1713770458
25,21,2,1710746667
25,20,4,1744012664
25,33,3,1788707076
25,26,2,1739680122
25,35,3,1741137177
25,31,2,1759849800
25,17,3,1780882505
25,49,1,1757192331
25,57,3,1722366682
25,54,1,1792578665
25,23,2,1759580374
25,4,3,1747183837
25,22,2,1760012727
25,18,4,1705684813
25,8,3,1747319709
25,24,3,1782523968
25,28,2,1758376726
25,29,3,1736850196
25,40,2,1785828117
25,58,2,1707698469
25,15,4,1710071854
25,56,2,1790084776
25,11,5,1785565484
25,6,2,1754520614
25,16,2,1748762794
25,38,5,1768865239
25,43,2,1791188948
25,12,4,1721473054
26,44,4,1766980546
26,51,2,1769490594
26,29,3,1751940566
26,3,3,1775386435
26,9,4,1715805613
26,5,1,1735135070
26,16,2,1734935501
26,50,2,1794494355
26,42,2,1759897763
26,24,4,1728799154
26,59,3,1782124765
26,25,1,1738329479
26,37,3,1793144504
26,57,4,1765927774
26,39,3,1726867482
26,10,3,1716460116
26,60,3,1718217159
26,58,3,1709939096
26,53,4,1760672142
26,52,1,1723173544
26,43,3,1759741812
26,55,3,1711783073
26,48,4,1791526995
26,56,3,1742894344
26,34,3,1789635939
26,41,3,1746630633
26,26,2,1708715975
26,21,3,1773819367
26,18,2,1772769008
26,8,4,1738971765
26,4,3,1740259503
26,1,2,1721139996
26,35,2,1793981837
26,6,2,1785590648
27,15,3,1791282683
27,8,2,1769438885
27,13,3,1746239991
27,51,2,1717224779
27,9,5,1773994695
27,16,2,1785871687
27,57,2,1778891300
27,32,2,1724422678
27,2,3,1717318510
27,24,3,1758065043
27,36,3,1767493234
27,37,3,1707437386
27,54,3,1716664623
27,30,3,1769538491
27,50,2,1720537388
27,56,3,1740818905
27,40,2,1722099899
27,6,3,1721738837
27,5,4,1743306792
27,20,2,1730262109
27,26,3,1746442431
27,31,5,1769645282
27,34,4,1738124318
27,27,2,1710584397
27,49,2,1733635675
27,42,4,1726347197
27,45,1,1785235919
27,21,2,1773932683
27,35,2,1736836194
27,60,3,1716800072
27,39,2,1783889081
28,33,3,1786094462
28,42,3,1777412924
28,11,2,1735521514
28,38,4,1787393186
28,57,2,1728294221
28,10,4,1776790955
28,58,3,1755913331
28,43,3,1782961108
28,40,4,1785763946
28,47,3,1704064904
28,39,3,1766845536
28,22,3,1784176528
28,37,4,1773226170
28,3,3,1738879071
28,2,3,1786155337
28,6,3,1740546385
28,51,2,1764819756
29,26,2,1782594562
29,20,3,1756121095
29,30,5,1733322272
29,5,2,1721434525
29,45,2,1743947691
29,4,3,1777535841
29,11,3,1741971886
29,29,3,1725479101
29,27,3,1721386576
29,31,3,1766876068
29,58,3,1769085198
29,14,4,1762654864
29,22,2,1766942394
29,39,2,1741411602
29,10,3,1766755908
29,21,4,1703110670
29,56,3,1712086184
29,23,5,1752780072
29,60,2,1767839607
29,9,2,1761368457
29,24,1,1732310051
29,33,3,1728876195
29,36,2,1778295121
29,7,4,1747364777
29,44,2,1706530784
29,16,3,1706783418
29,50,2,1737763008
29,8,3,1766423575
29,18,4,1780197611
29,15,3,1787813295
29,47,2,1790264187
29,57,3,1763161098
29,55,3,1738352498
29,2,4,1772033413
29,46,3,1701097552
29,13,2,1714428014
30,24,3,1744699966
30,49,3,1763584863
30,26,3,1769703656
30,60,3,1761335966
30,3,3,1719990477
30,58,3,1781370909
30,4,3,1769190008
30,37,3,1718761086
30,36,2,1744018830
30,13,3,1782284610
30,57,3,1742752377
30,52,2,1721810655
30,19,4,1752741471
30,5,2,1782745294
30,25,2,1740162553
30,33,3,1779688374
30,29,3,1745147280
30,59,4,1768090664
30,18,3,1768412668
30,40,3,1771449442
30,41,4,1765746104
30,8,4,1775554415
30,9,3,1740237208
30,7,3,1763739005
30,55,3,1702232974
30,50,5,1749440148
30,22,2,1744458225
30,35,3,1790436763
30,10,3,1714710878
30,53,4,1755907088
30,20,3,1778343175
30,17,3,1741295819
30,51,3,1792347655
30,44,3,1784457912
30,2,2,1703576520
30,43,2,1780115852
30,46,3,1763698420
30,47,1,1735638891
31,15,3,1708359252
31,47,3,1718533117
31,4,3,1769616482
31,38,2,1727828932
31,31,3,1775280948
31,11,5,1743627409
31,34,1,1788882576
31,41,2,1764205866
31,59,3,1770528349
31,40,3,1750576565
31,50,2,1742111160
31,25,3,1723244151
31,10,4,1761694994
31,44,2,1771555103
31,16,3,1745946354
31,3,3,1773319550
31,37,3,1747551594
31,8,2,1790713544
31,13,4,1791368166
31,2,3,1786343485
31,29,3,1793054937
31,21,4,1735482091
31,27,2,1781883092
31,48,3,1764985553
31,57,2,1725805259
31,14,3,1733087238
31,36,2,1737447604
31,33,5,1774905122
31,56,2,1740063879
31,28,3,1730181142
31,32,3,1739945150
31,24,3,1738789478
31,51,3,1727820354
32,23,3,1778763056
32,36,5,1732115895
32,51,3,1732542167
32,47,3,1706813620
32,18,3,1789903592
32,19,2,1771275182
32,8,3,1730289135
32,37,4,1785623471
32,44,5,1731250794
32,35,2,1707045237
32,25,1,1713448342
32,26,4,1755472370
32,60,3,1744331259
32,10,3,1763404979
32,55,2,1713494908
32,3,2,1791428040
32,46,3,1718450513
32,6,2,1700695441
32,48,2,1773867070
32,29,3,1721198492
32,17,3,1754614193
32,31,3,1787629787
32,14,4,1763847325
32,13,2,1764082055
32,58,2,1787313825
32,56,2,1726770527
32,59,2,1738553376
32,9,5,1743106399
32,7,3,1738307798
32,20,2,1786690951
33,42,2,1740049524
33,37,3,1776230551
33,15,2,1780904160
33,35,2,1714401654
33,48,2,1744968591
33,47,2,1738193218
33,3,2,1760981700
33,12,5,1786075494
33,27,3,1772920556
33,53,2,1770372842
33,54,3,1766291802
33,26,3,1718012011
33,32,3,1767674279
33,51,2,1762816684
33,19,3,1736619573
33,50,3,1725878707
33,1,3,1715119192
34,42,3,1735002007
34,17,3,1751482483
34,46,4,1731611127
34,12,2,1759959826
34,1,5,1735835371
34,48,5,1744241559
34,22,4,1740526484
34,51,2,1778176558
34,19,5,1776890296
34,37,4,1701534878
34,44,3,1735105069
34,49,2,1787735896
34,13,2,1748258264
34,57,3,1792981826
34,40,3,1731715995
34,41,2,1708338186
34,26,2,1789628735
34,28,4,1715867870
34,33,4,1762464258
34,21,3,1741178850
34,6,2,1721436829
34,50,2,1754414096
34,7,3,1792083242
34,47,2,1767447155
34,9,4,1794429826
34,31,1,1741738753
34,45,3,1792649206
34,16,3,1715759274
34,56,2,1785726382
35,15,4,1794457890
35,9,3,1748557943
35,31,1,1710482769
35,10,4,1775721444
35,30,3,1715060409
35,48,4,1708289024
35,39,2,1773504237
35,24,3,1767845324
35,27,2,1727133023
35,45,2,1776866717
35,36,3,1772029307
35,58,3,1720112846
35,35,1,1722083803
35,43,3,1744039203
35,14,3,1769839059
35,16,3,1759302835
35,44,3,1715601471
35,54,3,1791307681
35,6,3,1727568520
35,34,2,1778268756
35,29,3,1765609379
35,41,2,1712205980
36,9,3,1724156684
36,33,4,1718176954
36,27,2,1786104027
36,30,3,1786688655
36,37,2,1756420024
36,4,3,1750259293
36,36,2,1751335545
36,57,2,1760201634
36,44,3,1750666702
36,20,1,1750418290
36,47,3,1710770971
36,2,2,1791634516
36,26,3,1788824290
36,17,2,1772383656
36,1,3,1717849589
36,14,2,1787715861
36,38,3,1746676884
36,5,3,1715922674
36,3,3,1723954324
36,28,1,1772109613
36,23,3,1752755436
36,43,3,1770980044
36,35,4,1717092236
36,55,2,1729888974
36,39,2,1700466177
36,31,3,1703051483
36,42,5,1740045602
36,19,4,1762143331
36,58,3,1790395620
37,53,3,1758916591
37,15,3,1731452485
37,16,2,1772445335
37,30,4,1729161379
37,23,2,1707575790
37,10,2,1718808678
37,18,3,1767631755
37,13,2,1738824283
37,47,3,1731428626
37,49,4,1777324220
37,8,2,1742802529
37,3,2,1777507357
37,43,4,1780251151
37,27,3,1790265703
37,40,3,1743038943
37,2,2,1731796721
37,58,4,1740502136
37,14,4,1719228089
37,5,3,1788612211
37,7,2,1769961132
37,39,4,1729667854
37,51,2,1755507111
37,29,2,1740332555
37,4,4,1736930534
37,44,2,1708181595
37,46,3,1774721440
37,26,3,1779412216
38,28,3,1760369365
38,36,4,1749805178
38,32,3,1712410307
38,4,4,1771891784
38,23,2,1725566010
38,42,3,1706917129
38,43,3,1736032304
38,25,4,1750622628
38,51,5,1790418714
38,34,4,1781197624
38,21,3,1780922827
38,45,5,1705307982
38,27,2,1709768947
38,48,4,1725254849
38,10,2,1778864147
38,20,4,1790120563
38,53,4,1775007641
38,12,3,1729127464
38,35,3,1764343201
38,31,4,1728036618
38,16,3,1744689713
38,15,2,1740693207
38,49,3,1702058055
38,46,3,1728428357
38,30,3,1725504548
38,57,4,1715745913
38,47,3,1764279671
38,52,3,1732560305
38,9,5,1793365379
38,13,4,1781121400
38,8,2,1794458220
38,58,2,1727449289
38,7,2,1753235053
38,11,4,1732122457
38,50,1,1774098828
38,3,4,1743166435
39,42,3,1732981324
39,23,2,1767015110
39,20,1,1773905989
39,17,2,1787859993
39,24,1,1791918556
39,33,4,1745307111
39,32,4,1734537812
39,30,3,1765581613
39,7,4,1786126771
39,47,3,1765846624
39,31,2,1761851421
39,49,1,1722579937
39,21,4,1747268285
39,14,1,1722718459
39,56,1,1718784915
39,48,3,1773356206
39,27,4,1765540707
39,3,3,1724702473
39,37,3,1772764376
39,15,3,1786142207
39,10,3,1707882882
39,2,4,1770322629
39,57,3,1704539747
39,36,4,1709976458
39,44,4,1789686372
39,19,2,1706511491
39,40,2,1700856822
39,13,1,1755350347
39,22,2,1718453800
39,8,2,1784651342
39,55,2,1731062464
39,35,4,1709122502
40,30,3,1770659726
40,24,3,1733878996
40,4,1,1747572279
40,40,2,1735879718
40,41,3,1753270536
40,43,2,1710605783
40,57,2,1750070135
40,31,3,1754496076
40,55,3,1761605634
40,32,2,1775833309
40,2,1,1732642810
40,1,2,1793581474
40,35,4,1730314047
40,36,1,1740261914
40,27,3,1791810512
40,49,2,1710820219
40,50,3,1787742922
40,34,4,1787227356
40,18,3,1704252622
40,48,4,1712549425
40,19,3,1754395532
40,44,4,1750903955
40,33,3,1750622842
40,28,2,1774182331
40,12,2,1763888323
40,7,3,1707531619
40,56,2,1785462880
40,10,1,1701268380
40,16,4,1794334279
40,52,2,1723002714
40,20,4,1711097943
41,51,2,1772553061
41,22,3,1744524025
41,37,2,1751518966
41,55,3,1718783850
41,7,2,1792517694
41,34,3,1710526386
41,3,2,1767215278
41,15,4,1746420476
41,14,2,1707207013
41,45,3,1713111164
41,58,3,1758664992
41,31,4,1731157840
41,18,2,1710202996
41,54,2,1745713584
41,5,2,1781224373
41,44,2,1782391596
41,48,3,1779941241
41,35,5,1753244581
41,50,2,1743805532
41,47,1,1703976288
41,12,2,1785110541
41,21,4,1736685332
41,2,3,1760471823
41,52,4,1765847681
41,10,4,1730620216
41,26,2,1747756170
41,46,3,1774227466
41,20,4,1750388958
41,11,2,1757961650
41,19,2,1724929311
41,8,3,1791227099
41,49,2,1778634827
41,27,2,1788673882
41,13,2,1751012496
41,59,2,1711501669
42,5,2,1751705758
42,6,3,1701656329
42,18,3,1739171088
42,10,3,1755540647
42,25,3,1752049575
42,46,2,1711368176
42,51,3,1775099723
42,41,5,1732580349
42,57,2,1776767229
42,48,4,1769941466
42,56,4,1722761034
42,21,2,1791981555
42,24,2,1751100987
42,7,4,1722750139
42,59,5,1718634797
42,1,3,1736093692
42,20,3,1740417154
42,29,4,1736024950
42,54,3,1766185975
42,58,2,1719587040
42,47,2,1708491573
42,9,2,1722442197
