text,label
"The flight is scheduled to depart at 5 pm, don't be late",ham
Special offer for loyal customers: 50% off your next visit,spam
"Hey, are we still meeting for lunch tomorrow at 3?",ham
"Win big this weekend, deposit $500 and get a bonus",spam
Can you pick up milk on your way home?,ham
Your verification code is 4444,ham
Reminder: your subscription payment of $50 is due tomorrow,ham
"Congratulations! You have won a $1000 gift card, click here to claim now",ham
"Congratulations, your number has won 250 in our monthly lottery draw",spam
Get rich quick! Invest $1000 today and double your money in a week,ham
"Running 12 minutes late, see you soon",ham
"Don't miss out, only 3 spots left for the free webinar",spam
Your verification code is 3333,ham
"The flight is scheduled to depart at 9 pm, don't be late",ham
"Meeting moved to 5pm, updated invite attached",ham
"Let's catch up this weekend, it's been a while",ham
"Meeting moved to 9pm, updated invite attached",ham
"Thanks for your help yesterday, really appreciate it",spam
I've scheduled our call for 3 o'clock tomorrow,ham
"You have been selected for a cash prize of $50, claim your reward today",spam
Reminder: your subscription payment of $250 is due tomorrow,ham
"Claim your free 20GB data bundle now, offer ends today",spam
"Act now! Your $5 refund is waiting, click to confirm your details",ham
"The flight is scheduled to depart at 4 pm, don't be late",ham
"Congratulations, your number has won 50 in our monthly lottery draw",spam
"Free entry to win a brand new iPhone, text WIN to 12",spam
"Thanks for your help yesterday, really appreciate it",spam
Reminder: your subscription payment of $1000 is due tomorrow,ham
"Great job on the presentation today, the client loved it",ham
Your order confirmation: package arriving in 4 days,ham
WINNER!! As a valued customer you have been selected to receive a prize,spam
WINNER!! As a valued customer you have been selected to receive a prize,spam
"Claim your free 1000GB data bundle now, offer ends today",spam
"Act now! Your $5 refund is waiting, click to confirm your details",spam
Can you send me the report before end of day?,spam
"You have been selected for a cash prize of $50, claim your reward today",spam
"Act now! Your $50 refund is waiting, click to confirm your details",spam
"Your loan of $1000 has been approved, reply now to receive funds",spam
Happy birthday! Hope you have a great day.,ham
"Don't miss out, only 5 spots left for the free webinar",spam
"Act now! Your $250 refund is waiting, click to confirm your details",spam
Your verification code is 9999,ham
"Congratulations, your number has won 50 in our monthly lottery draw",spam
"Your loan of $100 has been approved, reply now to receive funds",spam
"URGENT: Your account has been suspended, verify immediately at the link below",spam
"Meeting moved to 10pm, updated invite attached",ham
"Hot singles in your area want to chat with you right now, click here",spam
Can you pick up milk on your way home?,ham
Your verification code is 6666,ham
"Hot singles in your area want to chat with you right now, click here",spam
"Hey, are we still meeting for lunch tomorrow at 9?",ham
Click this link to activate your free 250-day trial before it expires,spam
Don't forget to submit your assignment by 7pm,ham
"Your package could not be delivered, pay a $50 fee to reschedule",spam
"Your loan of $20 has been approved, reply now to receive funds",spam
Limited time offer! Buy now and get 5% discount on all items,spam
Happy birthday! Hope you have a great day.,ham
"Hot singles in your area want to chat with you right now, click here",spam
"You have been selected for a cash prize of $20, claim your reward today",spam
"Great job on the presentation today, the client loved it",ham
"Congratulations! You have won a $50 gift card, click here to claim now",spam
"The flight is scheduled to depart at 10 pm, don't be late",ham
"Win big this weekend, deposit $50 and get a bonus",spam
Limited time offer! Buy now and get 100% discount on all items,spam
"URGENT: Your account has been suspended, verify immediately at the link below",spam
"Great job on the presentation today, the client loved it",ham
"Running 6 minutes late, see you soon",ham
"Your loan of $500 has been approved, reply now to receive funds",spam
"Mom said dinner is ready, come downstairs",ham
"URGENT: Your account has been suspended, verify immediately at the link below",spam
"Congratulations! You have won a $500 gift card, click here to claim now",spam
Special offer for loyal customers: 5% off your next visit,spam
Please review the attached document and share your feedback,ham
"Hey, are we still meeting for lunch tomorrow at 10?",ham
"Your package could not be delivered, pay a $1000 fee to reschedule",spam
Can you send me the report before end of day?,ham
"Your package could not be delivered, pay a $250 fee to reschedule",spam
"Don't miss out, only 3 spots left for the free webinar",spam
Limited time offer! Buy now and get 1000% discount on all items,spam
"Great job on the presentation today, the client loved it",ham
"Great job on the presentation today, the client loved it",ham
"Free entry to win a brand new iPhone, text WIN to 9",spam
"Congratulations! You have won a $1000 gift card, click here to claim now",spam
Can you pick up milk on your way home?,ham
Happy birthday! Hope you have a great day.,ham
"The flight is scheduled to depart at 9 pm, don't be late",ham
"Let's catch up this weekend, it's been a while",ham
Limited time offer! Buy now and get 5% discount on all items,spam
"Free entry to win a brand new iPhone, text WIN to 3",spam
Can you pick up milk on your way home?,ham
"Don't miss out, only 6 spots left for the free webinar",ham
Limited time offer! Buy now and get 50% discount on all items,spam
Happy birthday! Hope you have a great day.,ham
Your order confirmation: package arriving in 4 days,ham
"Hot singles in your area want to chat with you right now, click here",spam
"Your package could not be delivered, pay a $50 fee to reschedule",spam
Happy birthday! Hope you have a great day.,ham
Don't forget to submit your assignment by 4pm,ham
"Running 5 minutes late, see you soon",ham
"Thanks for your help yesterday, really appreciate it",ham
"Win big this weekend, deposit $250 and get a bonus",spam
Can you pick up milk on your way home?,ham
WINNER!! As a valued customer you have been selected to receive a prize,spam
"Your loan of $20 has been approved, reply now to receive funds",spam
Your bank statement for this month is now available online,ham
"Mom said dinner is ready, come downstairs",ham
Your order confirmation: package arriving in 4 days,ham
"Win big this weekend, deposit $5 and get a bonus",spam
"Mom said dinner is ready, come downstairs",ham
"Thanks for your help yesterday, really appreciate it",ham
"Great job on the presentation today, the client loved it",ham
Can you pick up milk on your way home?,ham
Don't forget to submit your assignment by 5pm,ham
Your verification code is 6666,ham
Can you send me the report before end of day?,ham
I've scheduled our call for 4 o'clock tomorrow,ham
"Act now! Your $1000 refund is waiting, click to confirm your details",spam
"Meeting moved to 3pm, updated invite attached",ham
"Congratulations! You have won a $250 gift card, click here to claim now",spam
Can you pick up milk on your way home?,ham
"Your package could not be delivered, pay a $20 fee to reschedule",spam
Please review the attached document and share your feedback,ham
Please review the attached document and share your feedback,ham
"Running 7 minutes late, see you soon",ham
"Hot singles in your area want to chat with you right now, click here",spam
Your verification code is 10101010,ham
"Congratulations, your number has won 5 in our monthly lottery draw",spam
WINNER!! As a valued customer you have been selected to receive a prize,spam
"Thanks for your help yesterday, really appreciate it",ham
Your verification code is 9999,ham
"Running 3 minutes late, see you soon",ham
Click this link to activate your free 20-day trial before it expires,spam
Click this link to activate your free 50-day trial before it expires,spam
"Hot singles in your area want to chat with you right now, click here",ham
"Meeting moved to 12pm, updated invite attached",spam
Your verification code is 7777,ham
Get rich quick! Invest $250 today and double your money in a week,ham
Your bank statement for this month is now available online,ham
"You have been selected for a cash prize of $50, claim your reward today",spam
"Great job on the presentation today, the client loved it",ham
Limited time offer! Buy now and get 250% discount on all items,spam
"Let's catch up this weekend, it's been a while",ham
WINNER!! As a valued customer you have been selected to receive a prize,ham
"Congratulations! You have won a $5 gift card, click here to claim now",spam
I've scheduled our call for 10 o'clock tomorrow,ham
Can you pick up milk on your way home?,spam
Can you pick up milk on your way home?,ham
Click this link to activate your free 1000-day trial before it expires,spam
Limited time offer! Buy now and get 1000% discount on all items,spam
"Claim your free 250GB data bundle now, offer ends today",spam
Your order confirmation: package arriving in 5 days,ham
"Act now! Your $20 refund is waiting, click to confirm your details",spam
"Your loan of $100 has been approved, reply now to receive funds",spam
"Let's catch up this weekend, it's been a while",ham
Click this link to activate your free 20-day trial before it expires,spam
"Act now! Your $5 refund is waiting, click to confirm your details",spam
"Hot singles in your area want to chat with you right now, click here",spam
"Hey, are we still meeting for lunch tomorrow at 4?",ham
Reminder: team meeting at 5am in conference room B,ham
Limited time offer! Buy now and get 20% discount on all items,spam
Limited time offer! Buy now and get 50% discount on all items,spam
"Let's catch up this weekend, it's been a while",ham
"Meeting moved to 12pm, updated invite attached",ham
"Let's catch up this weekend, it's been a while",ham
"Congratulations! You have won a $50 gift card, click here to claim now",spam
Please review the attached document and share your feedback,spam
"Running 3 minutes late, see you soon",spam
"Congratulations, your number has won 100 in our monthly lottery draw",spam
Get rich quick! Invest $20 today and double your money in a week,spam
"Let's catch up this weekend, it's been a while",ham
Get rich quick! Invest $50 today and double your money in a week,spam
"Let's catch up this weekend, it's been a while",ham
Click this link to activate your free 500-day trial before it expires,spam
"The flight is scheduled to depart at 9 pm, don't be late",ham
Limited time offer! Buy now and get 100% discount on all items,spam
"Congratulations! You have won a $500 gift card, click here to claim now",spam
"Act now! Your $5 refund is waiting, click to confirm your details",ham
Happy birthday! Hope you have a great day.,ham
"Great job on the presentation today, the client loved it",ham
"Hey, are we still meeting for lunch tomorrow at 7?",ham
Special offer for loyal customers: 1000% off your next visit,ham
Click this link to activate your free 100-day trial before it expires,spam
Can you pick up milk on your way home?,ham
"Running 3 minutes late, see you soon",ham
"Your package could not be delivered, pay a $20 fee to reschedule",spam
Don't forget to submit your assignment by 3pm,ham
"Running 7 minutes late, see you soon",ham
Click this link to activate your free 20-day trial before it expires,spam
"Act now! Your $1000 refund is waiting, click to confirm your details",spam
I've scheduled our call for 7 o'clock tomorrow,ham
"The flight is scheduled to depart at 3 pm, don't be late",ham
Get rich quick! Invest $50 today and double your money in a week,spam
WINNER!! As a valued customer you have been selected to receive a prize,spam
Can you pick up milk on your way home?,ham
WINNER!! As a valued customer you have been selected to receive a prize,spam
Click this link to activate your free 20-day trial before it expires,spam
Don't forget to submit your assignment by 7pm,ham
"You have been selected for a cash prize of $5, claim your reward today",ham
"Thanks for your help yesterday, really appreciate it",ham
Don't forget to submit your assignment by 6pm,spam
"Congratulations, your number has won 250 in our monthly lottery draw",spam
Don't forget to submit your assignment by 6pm,ham
"Thanks for your help yesterday, really appreciate it",ham
WINNER!! As a valued customer you have been selected to receive a prize,spam
"Hot singles in your area want to chat with you right now, click here",spam
Can you pick up milk on your way home?,ham
Get rich quick! Invest $50 today and double your money in a week,ham
Don't forget to submit your assignment by 7pm,spam
Click this link to activate your free 5-day trial before it expires,spam
Reminder: team meeting at 3am in conference room B,ham
"The flight is scheduled to depart at 5 pm, don't be late",ham
"Your loan of $1000 has been approved, reply now to receive funds",spam
Don't forget to submit your assignment by 4pm,ham
"Free entry to win a brand new iPhone, text WIN to 12",spam
"Congratulations, your number has won 5 in our monthly lottery draw",spam
"Don't miss out, only 12 spots left for the free webinar",spam
"Great job on the presentation today, the client loved it",ham
Your order confirmation: package arriving in 10 days,ham
"Act now! Your $20 refund is waiting, click to confirm your details",spam
"Thanks for your help yesterday, really appreciate it",ham
"Congratulations! You have won a $1000 gift card, click here to claim now",spam
"Great job on the presentation today, the client loved it",ham
Can you send me the report before end of day?,ham
"Congratulations, your number has won 1000 in our monthly lottery draw",spam
I've scheduled our call for 7 o'clock tomorrow,spam
"Win big this weekend, deposit $20 and get a bonus",spam
Your bank statement for this month is now available online,ham
"Running 12 minutes late, see you soon",ham
"Meeting moved to 12pm, updated invite attached",ham
Limited time offer! Buy now and get 50% discount on all items,spam
"Hot singles in your area want to chat with you right now, click here",spam
"Mom said dinner is ready, come downstairs",ham
"You have been selected for a cash prize of $50, claim your reward today",spam
Get rich quick! Invest $20 today and double your money in a week,spam
Please review the attached document and share your feedback,ham
Limited time offer! Buy now and get 250% discount on all items,spam
"Thanks for your help yesterday, really appreciate it",ham
Click this link to activate your free 500-day trial before it expires,spam
Don't forget to submit your assignment by 6pm,ham
"Act now! Your $1000 refund is waiting, click to confirm your details",ham
"Let's catch up this weekend, it's been a while",ham
Can you send me the report before end of day?,ham
Click this link to activate your free 20-day trial before it expires,spam
Happy birthday! Hope you have a great day.,ham
"Claim your free 100GB data bundle now, offer ends today",spam
Can you send me the report before end of day?,ham
Don't forget to submit your assignment by 9pm,ham
Please review the attached document and share your feedback,ham
Limited time offer! Buy now and get 100% discount on all items,spam
Your bank statement for this month is now available online,ham
Reminder: team meeting at 10am in conference room B,spam
"Thanks for your help yesterday, really appreciate it",ham
Can you pick up milk on your way home?,ham
Click this link to activate your free 250-day trial before it expires,spam
"Your package could not be delivered, pay a $1000 fee to reschedule",spam
"Thanks for your help yesterday, really appreciate it",spam
"You have been selected for a cash prize of $100, claim your reward today",spam
"Mom said dinner is ready, come downstairs",ham
"Claim your free 20GB data bundle now, offer ends today",spam
"Free entry to win a brand new iPhone, text WIN to 12",spam
"Free entry to win a brand new iPhone, text WIN to 6",spam
I've scheduled our call for 12 o'clock tomorrow,ham
"Mom said dinner is ready, come downstairs",ham
Happy birthday! Hope you have a great day.,spam
Can you pick up milk on your way home?,ham
"Great job on the presentation today, the client loved it",ham
"Free entry to win a brand new iPhone, text WIN to 6",spam
Click this link to activate your free 250-day trial before it expires,spam
"You have been selected for a cash prize of $250, claim your reward today",spam
"Hot singles in your area want to chat with you right now, click here",spam
Reminder: team meeting at 12am in conference room B,ham
Don't forget to submit your assignment by 12pm,ham
"Free entry to win a brand new iPhone, text WIN to 6",spam
"Act now! Your $250 refund is waiting, click to confirm your details",spam
"Your package could not be delivered, pay a $100 fee to reschedule",spam
"Running 9 minutes late, see you soon",ham
"Your package could not be delivered, pay a $500 fee to reschedule",spam
"Free entry to win a brand new iPhone, text WIN to 7",spam
"Meeting moved to 12pm, updated invite attached",ham
"URGENT: Your account has been suspended, verify immediately at the link below",spam
"Congratulations! You have won a $100 gift card, click here to claim now",spam
"Win big this weekend, deposit $50 and get a bonus",spam
Happy birthday! Hope you have a great day.,ham
"Hey, are we still meeting for lunch tomorrow at 4?",ham
WINNER!! As a valued customer you have been selected to receive a prize,spam
WINNER!! As a valued customer you have been selected to receive a prize,spam
I've scheduled our call for 12 o'clock tomorrow,ham
Can you pick up milk on your way home?,spam
"Great job on the presentation today, the client loved it",ham
"You have been selected for a cash prize of $20, claim your reward today",spam
Can you pick up milk on your way home?,ham
"Hey, are we still meeting for lunch tomorrow at 6?",ham
WINNER!! As a valued customer you have been selected to receive a prize,spam
"Don't miss out, only 4 spots left for the free webinar",spam
Reminder: team meeting at 12am in conference room B,ham
Can you send me the report before end of day?,ham
"You have been selected for a cash prize of $5, claim your reward today",spam
Click this link to activate your free 20-day trial before it expires,spam
WINNER!! As a valued customer you have been selected to receive a prize,spam
Limited time offer! Buy now and get 5% discount on all items,spam
Your verification code is 12121212,spam
"Congratulations, your number has won 50 in our monthly lottery draw",ham
"Your package could not be delivered, pay a $250 fee to reschedule",spam
Don't forget to submit your assignment by 10pm,ham
WINNER!! As a valued customer you have been selected to receive a prize,spam
Reminder: your subscription payment of $50 is due tomorrow,ham
Limited time offer! Buy now and get 500% discount on all items,spam
Get rich quick! Invest $50 today and double your money in a week,spam
Your order confirmation: package arriving in 7 days,ham
"Congratulations, your number has won 5 in our monthly lottery draw",spam
"URGENT: Your account has been suspended, verify immediately at the link below",spam
"URGENT: Your account has been suspended, verify immediately at the link below",spam
Click this link to activate your free 50-day trial before it expires,spam
"Free entry to win a brand new iPhone, text WIN to 9",spam
Special offer for loyal customers: 100% off your next visit,spam
"Congratulations, your number has won 100 in our monthly lottery draw",spam
"Act now! Your $5 refund is waiting, click to confirm your details",spam
"Let's catch up this weekend, it's been a while",ham
Special offer for loyal customers: 100% off your next visit,spam
Reminder: your subscription payment of $50 is due tomorrow,ham
"Hey, are we still meeting for lunch tomorrow at 12?",ham
"Claim your free 100GB data bundle now, offer ends today",spam
"Hey, are we still meeting for lunch tomorrow at 10?",ham
"Congratulations, your number has won 1000 in our monthly lottery draw",spam
"Thanks for your help yesterday, really appreciate it",ham
Special offer for loyal customers: 50% off your next visit,spam
Reminder: team meeting at 5am in conference room B,ham
"Don't miss out, only 7 spots left for the free webinar",spam
Your bank statement for this month is now available online,ham
Don't forget to submit your assignment by 9pm,ham
"Hot singles in your area want to chat with you right now, click here",ham
I've scheduled our call for 7 o'clock tomorrow,ham
Don't forget to submit your assignment by 4pm,ham
I've scheduled our call for 10 o'clock tomorrow,ham
"The flight is scheduled to depart at 3 pm, don't be late",spam
"Great job on the presentation today, the client loved it",ham
WINNER!! As a valued customer you have been selected to receive a prize,spam
"Running 3 minutes late, see you soon",ham
"Thanks for your help yesterday, really appreciate it",ham
"Mom said dinner is ready, come downstairs",spam
"Mom said dinner is ready, come downstairs",ham
Don't forget to submit your assignment by 4pm,ham
Don't forget to submit your assignment by 10pm,ham
"Don't miss out, only 4 spots left for the free webinar",spam
"Meeting moved to 4pm, updated invite attached",ham
Please review the attached document and share your feedback,ham
"URGENT: Your account has been suspended, verify immediately at the link below",spam
"Mom said dinner is ready, come downstairs",ham
Limited time offer! Buy now and get 5% discount on all items,spam
I've scheduled our call for 7 o'clock tomorrow,spam
"URGENT: Your account has been suspended, verify immediately at the link below",spam
"Great job on the presentation today, the client loved it",ham
"Running 6 minutes late, see you soon",ham
Your verification code is 7777,ham
"Hot singles in your area want to chat with you right now, click here",spam
Can you send me the report before end of day?,ham
"Act now! Your $1000 refund is waiting, click to confirm your details",spam
Happy birthday! Hope you have a great day.,ham
"Mom said dinner is ready, come downstairs",ham
Can you send me the report before end of day?,ham
"URGENT: Your account has been suspended, verify immediately at the link below",spam
Reminder: team meeting at 4am in conference room B,ham
"The flight is scheduled to depart at 6 pm, don't be late",ham
"Congratulations, your number has won 50 in our monthly lottery draw",ham
"Claim your free 1000GB data bundle now, offer ends today",spam
Your verification code is 10101010,ham
"You have been selected for a cash prize of $250, claim your reward today",spam
"Hot singles in your area want to chat with you right now, click here",spam
"Win big this weekend, deposit $1000 and get a bonus",spam
"Running 12 minutes late, see you soon",ham
"Running 3 minutes late, see you soon",ham
"URGENT: Your account has been suspended, verify immediately at the link below",ham
"Great job on the presentation today, the client loved it",ham
Get rich quick! Invest $250 today and double your money in a week,spam
Click this link to activate your free 1000-day trial before it expires,spam
Please review the attached document and share your feedback,ham
Reminder: your subscription payment of $250 is due tomorrow,ham
Please review the attached document and share your feedback,ham
"Hey, are we still meeting for lunch tomorrow at 12?",ham
Get rich quick! Invest $50 today and double your money in a week,ham
"Your package could not be delivered, pay a $50 fee to reschedule",ham
"Your package could not be delivered, pay a $250 fee to reschedule",spam
Please review the attached document and share your feedback,ham
"Your package could not be delivered, pay a $100 fee to reschedule",spam
"Hey, are we still meeting for lunch tomorrow at 10?",ham
"Running 5 minutes late, see you soon",ham
Click this link to activate your free 5-day trial before it expires,spam
"Congratulations, your number has won 50 in our monthly lottery draw",spam
"Win big this weekend, deposit $5 and get a bonus",spam
"Great job on the presentation today, the client loved it",ham
"Running 10 minutes late, see you soon",ham
Please review the attached document and share your feedback,ham
Your verification code is 12121212,ham
Please review the attached document and share your feedback,ham
"Mom said dinner is ready, come downstairs",ham
"Your package could not be delivered, pay a $250 fee to reschedule",spam
"Thanks for your help yesterday, really appreciate it",ham
"Hot singles in your area want to chat with you right now, click here",ham
"Great job on the presentation today, the client loved it",ham
"Mom said dinner is ready, come downstairs",ham
"Hey, are we still meeting for lunch tomorrow at 5?",ham
Get rich quick! Invest $20 today and double your money in a week,spam
"Mom said dinner is ready, come downstairs",ham
Your verification code is 3333,ham
"You have been selected for a cash prize of $20, claim your reward today",spam
WINNER!! As a valued customer you have been selected to receive a prize,spam
Happy birthday! Hope you have a great day.,ham
Special offer for loyal customers: 50% off your next visit,spam
"Your package could not be delivered, pay a $100 fee to reschedule",spam
"You have been selected for a cash prize of $250, claim your reward today",spam
Can you pick up milk on your way home?,ham
"You have been selected for a cash prize of $500, claim your reward today",spam
Click this link to activate your free 250-day trial before it expires,spam
WINNER!! As a valued customer you have been selected to receive a prize,spam
Special offer for loyal customers: 250% off your next visit,spam
WINNER!! As a valued customer you have been selected to receive a prize,spam
